time unit: ms, alt_iplrom:iplrom|address, alt_iplrom:iplrom|address[4], alt_iplrom:iplrom|address[3], alt_iplrom:iplrom|address[2], alt_iplrom:iplrom|address[1], alt_iplrom:iplrom|address[0], alt_iplrom:iplrom|clock, alt_iplrom:iplrom|q, alt_iplrom:iplrom|q[7], alt_iplrom:iplrom|q[6], alt_iplrom:iplrom|q[5], alt_iplrom:iplrom|q[4], alt_iplrom:iplrom|q[3], alt_iplrom:iplrom|q[2], alt_iplrom:iplrom|q[1], alt_iplrom:iplrom|q[0], fz80:Z80|reset_in, fz80:Z80|iorq, fz80:Z80|adr, fz80:Z80|adr[15], fz80:Z80|adr[14], fz80:Z80|adr[13], fz80:Z80|adr[12], fz80:Z80|adr[11], fz80:Z80|adr[10], fz80:Z80|adr[9], fz80:Z80|adr[8], fz80:Z80|adr[7], fz80:Z80|adr[6], fz80:Z80|adr[5], fz80:Z80|adr[4], fz80:Z80|adr[3], fz80:Z80|adr[2], fz80:Z80|adr[1], fz80:Z80|adr[0], fz80:Z80|data_in, fz80:Z80|data_in[7], fz80:Z80|data_in[6], fz80:Z80|data_in[5], fz80:Z80|data_in[4], fz80:Z80|data_in[3], fz80:Z80|data_in[2], fz80:Z80|data_in[1], fz80:Z80|data_in[0], fz80:Z80|data_out, fz80:Z80|data_out[7], fz80:Z80|data_out[6], fz80:Z80|data_out[5], fz80:Z80|data_out[4], fz80:Z80|data_out[3], fz80:Z80|data_out[2], fz80:Z80|data_out[1], fz80:Z80|data_out[0], 
0, XX, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, X, X, XXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, 
3900, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3901, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3902, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3903, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3904, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3905, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3906, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3907, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3908, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3909, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3910, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3911, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3912, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3913, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3914, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3915, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3916, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3917, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3918, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3919, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3920, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3921, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3922, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3923, 07, 0, 0, 1, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3924, 07, 0, 0, 1, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3925, 07, 0, 0, 1, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3926, 07, 0, 0, 1, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
3927, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3928, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3929, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3930, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3931, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3932, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3933, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3934, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3935, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3936, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3937, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3938, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3939, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3940, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3941, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3942, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3943, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3944, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3945, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3946, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3947, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3948, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3949, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3950, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3951, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3952, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3953, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3954, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3955, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3956, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3957, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3958, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3959, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3960, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3961, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3962, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3963, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3964, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3965, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3966, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3967, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3968, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3969, 08, 0, 1, 0, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3970, 08, 0, 1, 0, 0, 0, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3971, 08, 0, 1, 0, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3972, 08, 0, 1, 0, 0, 0, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, F4, 1, 1, 1, 1, 0, 1, 0, 0, 
3973, 08, 0, 1, 0, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, FF, 1, 1, 1, 1, 1, 1, 1, 1, 
3974, 08, 0, 1, 0, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, FF, 1, 1, 1, 1, 1, 1, 1, 1, 
3975, 08, 0, 1, 0, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, FF, 1, 1, 1, 1, 1, 1, 1, 1, 
3976, 08, 0, 1, 0, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, FF, 1, 1, 1, 1, 1, 1, 1, 1, 
3977, 08, 0, 1, 0, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, FF, 1, 1, 1, 1, 1, 1, 1, 1, 
