time unit: ms, alt_iplrom:iplrom|address, alt_iplrom:iplrom|address[4], alt_iplrom:iplrom|address[3], alt_iplrom:iplrom|address[2], alt_iplrom:iplrom|address[1], alt_iplrom:iplrom|address[0], alt_iplrom:iplrom|clock, alt_iplrom:iplrom|q, alt_iplrom:iplrom|q[7], alt_iplrom:iplrom|q[6], alt_iplrom:iplrom|q[5], alt_iplrom:iplrom|q[4], alt_iplrom:iplrom|q[3], alt_iplrom:iplrom|q[2], alt_iplrom:iplrom|q[1], alt_iplrom:iplrom|q[0], fz80:Z80|reset_in, fz80:Z80|iorq, fz80:Z80|adr, fz80:Z80|adr[15], fz80:Z80|adr[14], fz80:Z80|adr[13], fz80:Z80|adr[12], fz80:Z80|adr[11], fz80:Z80|adr[10], fz80:Z80|adr[9], fz80:Z80|adr[8], fz80:Z80|adr[7], fz80:Z80|adr[6], fz80:Z80|adr[5], fz80:Z80|adr[4], fz80:Z80|adr[3], fz80:Z80|adr[2], fz80:Z80|adr[1], fz80:Z80|adr[0], fz80:Z80|data_in, fz80:Z80|data_in[7], fz80:Z80|data_in[6], fz80:Z80|data_in[5], fz80:Z80|data_in[4], fz80:Z80|data_in[3], fz80:Z80|data_in[2], fz80:Z80|data_in[1], fz80:Z80|data_in[0], fz80:Z80|data_out, fz80:Z80|data_out[7], fz80:Z80|data_out[6], fz80:Z80|data_out[5], fz80:Z80|data_out[4], fz80:Z80|data_out[3], fz80:Z80|data_out[2], fz80:Z80|data_out[1], fz80:Z80|data_out[0], 
0, XX, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, X, X, XXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, 
1793, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1794, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1795, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1796, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1797, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1798, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1799, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1800, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1801, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1802, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1803, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1804, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1805, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1806, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1807, 06, 0, 0, 1, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1808, 06, 0, 0, 1, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1809, 06, 0, 0, 1, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1810, 06, 0, 0, 1, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
1811, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1812, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1813, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1814, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1815, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1816, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1817, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1818, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1819, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1820, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1821, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1822, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1823, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1824, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1825, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1826, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1827, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1828, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1829, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1830, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1831, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1832, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1833, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1834, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1835, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1836, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1837, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1838, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1839, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1840, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1841, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1842, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1843, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1844, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1845, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1846, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1847, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1848, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1849, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1850, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1851, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1852, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1853, 07, 0, 0, 1, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1854, 07, 0, 0, 1, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1855, 07, 0, 0, 1, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1856, 07, 0, 0, 1, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
1857, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1858, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1859, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1860, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1861, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1862, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1863, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1864, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1865, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1866, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1867, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1868, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1869, 07, 0, 0, 1, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
1870, 07, 0, 0, 1, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, FD, 1, 1, 1, 1, 1, 1, 0, 1, 
